id,roi,method,ref,populations,ecotypes,caption,caption_alt,qtl_trait,qtl_trait_alt,qtl_functioncat1,qtl_cat,qtl_pve,candidate_gene,candidate_gene_long,candidate_gene_ensembl,candidate_region,candidate_function,remarks,GLA_chr_start,GLA_pos_start,GLA_chr_end,GLA_pos_end,GLA_chr_regstart,pos_regstart_GLA,GLA_chr_regend,GLA_pos_regend,GLA_overlap_definition,GLA_chr_ovstart,GLA_pos_ovstart,GLA_chr_ovend,GLA_pos_ovend,GLA_masked
1854,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,crb2b,crumbs homolog 2b,ENSGACG00000003512,,,"Tab. S4, gene included SNPs varying with salinity",chrXIII,1026025,chrXIII,1006444,,,,,full gene length ± 10 kb both sides,chrXIII,996444,chrXIII,1036025,
1855,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,dopey2,dopey family member 2,ENSGACG00000003701,,,"Tab. S4, gene included SNPs varying with salinity",chrXVI,8480033,chrXVI,8495028,,,,,full gene length ± 10 kb both sides,chrXVI,8470033,chrXVI,8505028,
1856,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,si:ch211-247j6.1,si:ch211-247j6.1,ENSGACG00000003812,,,"Tab. S4, gene included SNPs varying with salinity",chrXVI,8609771,chrXVI,8650650,,,,,full gene length ± 10 kb both sides,chrXVI,8599771,chrXVI,8660650,
1857,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,stab1 (2 of 2),Stabilin 1,ENSGACG00000003998,,,"Tab. S4, gene included SNPs varying with salinity",chrXVII,2021672,chrXVII,2033466,,,,,full gene length ± 10 kb both sides,chrXVII,2011672,chrXVII,2043466,
1858,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,ttc39c,tetratricopeptide repeat domain 39C,ENSGACG00000004440,,,"Tab. S4, gene included SNPs varying with salinity",chrVIII,4289429,chrVIII,4294732,,,,,full gene length ± 10 kb both sides,chrVIII,4279429,chrVIII,4304732,
1859,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,dpys,dihydropyrimidinase,ENSGACG00000004785,,,"Tab. S4, gene included SNPs varying with salinity",chrXX,16632144,chrXX,16624418,,,,,full gene length ± 10 kb both sides,chrXX,16614418,chrXX,16642144,
1860,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,itga9,"integrin, alpha 9",ENSGACG00000005354,,,"Tab. S4, gene included SNPs varying with salinity",chrVI,7922419,chrVI,7956707,,,,,full gene length ± 10 kb both sides,chrVI,7912419,chrVI,7966707,
1861,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,tm2d2,TM2 domain containing 2,ENSGACG00000005391,,,"Tab. S4, gene included SNPs varying with salinity",chrXIII,3317978,chrXIII,3320151,,,,,full gene length ± 10 kb both sides,chrXIII,3307978,chrXIII,3330151,
1862,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,dffb,"DNA fragmentation factor, beta polypeptide (caspase-activated Dnase)",ENSGACG00000005516,,,"Tab. S4, gene included SNPs varying with salinity",chrXII,14531084,chrXII,14528316,,,,,full gene length ± 10 kb both sides,chrXII,14518316,chrXII,14541084,
1863,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,gtf2a1l,"general transcription factor IIA, 1-like",ENSGACG00000005527,,,"Tab. S4, gene included SNPs varying with salinity",chrVI,8076698,chrVI,8079262,,,,,full gene length ± 10 kb both sides,chrVI,8066698,chrVI,8089262,
1864,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,CACNA1D (2 of 2),"calcium channel, voltage-dependent, L type, alpha 1D subunit",ENSGACG00000005980,,,"Tab. S4, gene included SNPs varying with salinity",chrXII,13498954,chrXII,13448691,,,,,full gene length ± 10 kb both sides,chrXII,13438691,chrXII,13508954,
1865,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,kng1,Kininogen 1,ENSGACG00000006138,,,"Tab. S4, gene included SNPs varying with salinity",chrVIII,7526106,chrVIII,7530321,,,,,full gene length ± 10 kb both sides,chrVIII,7516106,chrVIII,7540321,
1866,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,slmo1,slowmo homolog 1,ENSGACG00000006144,,,"Tab. S4, gene included SNPs varying with salinity",chrXX,13906654,chrXX,13904329,,,,,full gene length ± 10 kb both sides,chrXX,13894329,chrXX,13916654,
1867,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,GCDH (1 of 2),glutaryl-CoA dehydrogenase,ENSGACG00000006288,,,"Tab. S4, gene included SNPs varying with salinity",chrXI,3519955,chrXI,3523390,,,,,full gene length ± 10 kb both sides,chrXI,3509955,chrXI,3533390,
1868,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,mars,methionine-tRNA synthetase,ENSGACG00000006474,,,"Tab. S4, gene included SNPs varying with salinity",chrXVII,5916927,chrXVII,5932422,,,,,full gene length ± 10 kb both sides,chrXVII,5906927,chrXVII,5942422,
1869,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,nrsn1,Neurensin 1,ENSGACG00000006587,,,"Tab. S4, gene included SNPs varying with salinity",chrXX,12601630,chrXX,12441540,,,,,full gene length ± 10 kb both sides,chrXX,12431540,chrXX,12611630,
1870,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,prkd3,protein kinase D3,ENSGACG00000006980,,,"Tab. S4, gene included SNPs varying with salinity",chrXV,4031358,chrXV,4057818,,,,,full gene length ± 10 kb both sides,chrXV,4021358,chrXV,4067818,
1871,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,si:dkey-239b22.1,si:dkey-239b22.1,ENSGACG00000007050,,,"Tab. S4, gene included SNPs varying with salinity",chrV,12217969,chrV,12226602,,,,,full gene length ± 10 kb both sides,chrV,12207969,chrV,12236602,
1872,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,PDE2A,"phosphodiesterase 2A, cGMP-stimulated",ENSGACG00000007721,,,"Tab. S4, gene included SNPs varying with salinity",chrI,6481880,chrI,6503410,,,,,full gene length ± 10 kb both sides,chrI,6471880,chrI,6513410,
1873,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,SLC6A17 (2 of 2)§,"solute carrier family 6 (neutral amino acid transporter), member 17",ENSGACG00000007913,,,"Tab. S4, gene included SNPs varying with salinity",chrXII,10775785,chrXII,10765812,,,,,full gene length ± 10 kb both sides,chrXII,10755812,chrXII,10785785,
1874,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,adsl,adenylosuccinate lyase,ENSGACG00000008181,,,"Tab. S4, gene included SNPs varying with salinity",chrXI,5837150,chrXI,5842593,,,,,full gene length ± 10 kb both sides,chrXI,5827150,chrXI,5852593,
1875,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,TRAK1 (2 of 2),"trafficking protein, kinesin binding 1",ENSGACG00000008319,,,"Tab. S4, gene included SNPs varying with salinity",chrX,14926903,chrX,14935648,,,,,full gene length ± 10 kb both sides,chrX,14916903,chrX,14945648,
1876,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,ank1,"ankyrin 1, erythrocytic",ENSGACG00000008464,,,"Tab. S4, gene included SNPs varying with salinity",chrXIII,8538347,chrXIII,8565751,,,,,full gene length ± 10 kb both sides,chrXIII,8528347,chrXIII,8575751,
1877,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,scgn,"secretagogin, EF-hand calcium binding protein",ENSGACG00000009609,,,"Tab. S4, gene included SNPs varying with salinity",chrX,17102578,chrX,17106808,,,,,full gene length ± 10 kb both sides,chrX,17092578,chrX,17116808,
1878,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,swap70b,SWAP switching B-cell complex subunit 70b,ENSGACG00000009748,,,"Tab. S4, gene included SNPs varying with salinity",chrXIX,13338430,chrXIX,13325935,,,,,full gene length ± 10 kb both sides,chrXIX,13315935,chrXIX,13348430,
1879,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,id1,inhibitor of DNA binding 1,ENSGACG00000010046,,,"Tab. S4, gene included SNPs varying with salinity",chrXVII,15979803,chrXVII,15981286,,,,,full gene length ± 10 kb both sides,chrXVII,15969803,chrXVII,15991286,
1880,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,alpk3a,alpha-kinase 3a,ENSGACG00000010898,,,"Tab. S4, gene included SNPs varying with salinity",chrXIX,11504583,chrXIX,11494247,,,,,full gene length ± 10 kb both sides,chrXIX,11484247,chrXIX,11514583,
1881,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,,,ENSGACG00000011033,,,"Tab. S4, gene included SNPs varying with salinity",chrXII,6677927,chrXII,6676725,,,,,full gene length ± 10 kb both sides,chrXII,6666725,chrXII,6687927,
1882,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,tcf7l1b,transcription factor 7-like 1b,ENSGACG00000011184,,,"Tab. S4, gene included SNPs varying with salinity",chrXIII,12386277,chrXIII,12415251,,,,,full gene length ± 10 kb both sides,chrXIII,12376277,chrXIII,12425251,
1883,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,plxnb1b,plexin b1b,ENSGACG00000011376,,,"Tab. S4, gene included SNPs varying with salinity",chrXVII,17936318,chrXVII,17962950,,,,,full gene length ± 10 kb both sides,chrXVII,17926318,chrXVII,17972950,
1884,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,stk35l§,"serine/threonine kinase 35, like",ENSGACG00000011527,,,"Tab. S4, gene included SNPs varying with salinity",chrXVII,18228488,chrXVII,18230738,,,,,full gene length ± 10 kb both sides,chrXVII,18218488,chrXVII,18240738,
1885,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,PLEKHA6,"pleckstrin homology domain containing, family A member 6",ENSGACG00000011651,,,"Tab. S4, gene included SNPs varying with salinity",chrXVII,18755792,chrXVII,18781539,,,,,full gene length ± 10 kb both sides,chrXVII,18745792,chrXVII,18791539,
1886,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,RASSF8 (2 of 3),Ras association (RalGDS/AF-6) domain family (N-terminal) member 8,ENSGACG00000011681,,,"Tab. S4, gene included SNPs varying with salinity",chrXIX,9544551,chrXIX,9541124,,,,,full gene length ± 10 kb both sides,chrXIX,9531124,chrXIX,9554551,
1887,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,,,ENSGACG00000011691,,,"Tab. S4, gene included SNPs varying with salinity",chrXII,5508914,chrXII,5500765,,,,,full gene length ± 10 kb both sides,chrXII,5490765,chrXII,5518914,
1888,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,rictorb,rapamycin-insensitive companion of mTOR b,ENSGACG00000011831,,,"Tab. S4, gene included SNPs varying with salinity",chrXIII,13240019,chrXIII,13255996,,,,,full gene length ± 10 kb both sides,chrXIII,13230019,chrXIII,13265996,
1889,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,sema3fb,semaphorin 3fb,ENSGACG00000011989,,,"Tab. S4, gene included SNPs varying with salinity",chrXVII,19983946,chrXVII,20002325,,,,,full gene length ± 10 kb both sides,chrXVII,19973946,chrXVII,20012325,
1890,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,lmx1bb,"LIM homeobox transcription factor 1, beta b",ENSGACG00000012015,,,"Tab. S4, gene included SNPs varying with salinity",chrXIII,13714985,chrXIII,13754888,,,,,full gene length ± 10 kb both sides,chrXIII,13704985,chrXIII,13764888,
1891,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,znf687a,zinc finger protein 687a,ENSGACG00000012175,,,"Tab. S4, gene included SNPs varying with salinity",chrXX,6172611,chrXX,6167207,,,,,full gene length ± 10 kb both sides,chrXX,6157207,chrXX,6182611,
1892,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,ccdc65§,coiled-coil domain containing 65,ENSGACG00000012906,,,"Tab. S4, gene included SNPs varying with salinity",chrUn,9692482,chrUn,9695272,,,,,full gene length ± 10 kb both sides,chrUn,9682482,chrUn,9705272,1
1893,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,zdhhc8b,"zinc finger, DHHC-type containing 8b",ENSGACG00000012949,,,"Tab. S4, gene included SNPs varying with salinity",chrXIII,15419852,chrXIII,15428524,,,,,full gene length ± 10 kb both sides,chrXIII,15409852,chrXIII,15438524,
1894,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,ino80,INO80 homolog,ENSGACG00000012960,,,"Tab. S4, gene included SNPs varying with salinity",chrXVIII,14988324,chrXVIII,15009313,,,,,full gene length ± 10 kb both sides,chrXVIII,14978324,chrXVIII,15019313,
1895,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U-like 1,ENSGACG00000012973,,,"Tab. S4, gene included SNPs varying with salinity",chrI,17190971,chrI,17200073,,,,,full gene length ± 10 kb both sides,chrI,17180971,chrI,17210073,
1896,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,flna (1 of 2),"filamin A, alpha (actin binding protein 280)",ENSGACG00000013098,,,"Tab. S4, gene included SNPs varying with salinity",chrXII,20128797,chrXII,20110551,,,,,full gene length ± 10 kb both sides,chrXII,20100551,chrXII,20138797,
1897,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,mtmr11,myotubularin related protein 11,ENSGACG00000013174,,,"Tab. S4, gene included SNPs varying with salinity",chrXX,3772654,chrXX,3763117,,,,,full gene length ± 10 kb both sides,chrXX,3753117,chrXX,3782654,
1898,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,KIAA1731,KIAA1731,ENSGACG00000013200,,,"Tab. S4, gene included SNPs varying with salinity",chrI,17576645,chrI,17577654,,,,,full gene length ± 10 kb both sides,chrI,17566645,chrI,17587654,
1899,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,GABBR1 (2 of 2),"gamma-aminobutyric acid (GABA) B receptor, 1",ENSGACG00000013381,,,"Tab. S4, gene included SNPs varying with salinity",chrXX,3356051,chrXX,3309049,,,,,full gene length ± 10 kb both sides,chrXX,3299049,chrXX,3366051,
1900,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,zgc:162698,Zgc:162698,ENSGACG00000013443,,,"Tab. S4, gene included SNPs varying with salinity",chrI,18538505,chrI,18551010,,,,,full gene length ± 10 kb both sides,chrI,18528505,chrI,18561010,
1901,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,mlc1,megalencephalic leukoencephalopathy with subcortical cysts 1,ENSGACG00000013465,,,"Tab. S4, gene included SNPs varying with salinity",chrXIX,6602079,chrXIX,6598867,,,,,full gene length ± 10 kb both sides,chrXIX,6588867,chrXIX,6612079,
1902,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,si:dkey-57k2.6,si:dkey-57k2.6,ENSGACG00000013592,,,"Tab. S4, gene included SNPs varying with salinity",chrVIII,18715779,chrVIII,18723488,,,,,full gene length ± 10 kb both sides,chrVIII,18705779,chrVIII,18733488,
1903,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,kif26aa,kinesin family member 26Aa,ENSGACG00000013799,,,"Tab. S4, gene included SNPs varying with salinity",chrUn,540828,chrUn,553140,,,,,full gene length ± 10 kb both sides,chrUn,530828,chrUn,563140,1
1904,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,,,ENSGACG00000013806,,,"Tab. S4, gene included SNPs varying with salinity",chrXIII,17338063,chrXIII,17340704,,,,,full gene length ± 10 kb both sides,chrXIII,17328063,chrXIII,17350704,
1905,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,si:dkey-114l24.1,si:dkey-114l24.1,ENSGACG00000013853,,,"Tab. S4, gene included SNPs varying with salinity",chrXI,14347181,chrXI,14369732,,,,,full gene length ± 10 kb both sides,chrXI,14337181,chrXI,14379732,
1906,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,,,ENSGACG00000014605,,,"Tab. S4, gene included SNPs varying with salinity",chrI,25587130,chrI,25581534,,,,,full gene length ± 10 kb both sides,chrI,25571534,chrI,25597130,
1907,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,tpra (2 of 2),translocated promoter region a (to activated MET oncogene),ENSGACG00000014860,,,"Tab. S4, gene included SNPs varying with salinity",chrIII,6023628,chrIII,6035088,,,,,full gene length ± 10 kb both sides,chrIII,6013628,chrIII,6045088,
1908,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,pigq,"phosphatidylinositol glycan, class Q",ENSGACG00000014938,,,"Tab. S4, gene included SNPs varying with salinity",chrXI,17295948,chrXI,17290373,,,,,full gene length ± 10 kb both sides,chrXI,17280373,chrXI,17305948,
1909,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,ca10a,carbonic anhydrase Xa,ENSGACG00000015243,,,"Tab. S4, gene included SNPs varying with salinity",chrV,1447519,chrV,1469506,,,,,full gene length ± 10 kb both sides,chrV,1437519,chrV,1479506,
1910,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,MYO15B,myosin XVB pseudogene,ENSGACG00000015269,,,"Tab. S4, gene included SNPs varying with salinity",chrV,1974221,chrV,2013382,,,,,full gene length ± 10 kb both sides,chrV,1964221,chrV,2023382,
1911,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,pde4ca,"phosphodiesterase 4C, cAMP-specific a",ENSGACG00000015515,,,"Tab. S4, gene included SNPs varying with salinity",chrIII,8320816,chrIII,8328460,,,,,full gene length ± 10 kb both sides,chrIII,8310816,chrIII,8338460,
1912,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,cybb,"cytochrome b-245, beta polypeptide (chronic granulomatous disease)",ENSGACG00000015537,,,"Tab. S4, gene included SNPs varying with salinity",chrI,29236441,chrI,29232220,,,,,full gene length ± 10 kb both sides,chrI,29222220,chrI,29246441,
1913,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,si:ch211-246m6.5 (1 of 2),si:ch211-246m6.5,ENSGACG00000015657,,,"Tab. S4, gene included SNPs varying with salinity",chrI,28954861,chrI,28946809,,,,,full gene length ± 10 kb both sides,chrI,28936809,chrI,28964861,
1914,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,rbfox2,"RNA binding protein, fox-1 homolog 2",ENSGACG00000015968,,,"Tab. S4, gene included SNPs varying with salinity",chrIX,601583,chrIX,621162,,,,,full gene length ± 10 kb both sides,chrIX,591583,chrIX,631162,
1915,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,tbc1d1§,"TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1",ENSGACG00000016125,,,"Tab. S4, gene included SNPs varying with salinity",chrIX,1575822,chrIX,1593458,,,,,full gene length ± 10 kb both sides,chrIX,1565822,chrIX,1603458,
1916,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,pcsk5a,proprotein convertase subtilisin/kexin type 5a,ENSGACG00000016171,,,"Tab. S4, gene included SNPs varying with salinity",chrXIV,3711882,chrXIV,3730641,,,,,full gene length ± 10 kb both sides,chrXIV,3701882,chrXIV,3740641,
1917,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,TLN2 (2 of 2),Talin 2,ENSGACG00000016368,,,"Tab. S4, gene included SNPs varying with salinity",chrII,15482056,chrII,15514968,,,,,full gene length ± 10 kb both sides,chrII,15472056,chrII,15524968,
1918,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,arhgap24,Rho GTPase activating protein 24,ENSGACG00000016403,,,"Tab. S4, gene included SNPs varying with salinity",chrXIV,4106358,chrXIV,4139933,,,,,full gene length ± 10 kb both sides,chrXIV,4096358,chrXIV,4149933,
1919,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,wu:fa16f04,wu:fa16f04,ENSGACG00000016757,,,"Tab. S4, gene included SNPs varying with salinity",chrIV,3843674,chrIV,3849931,,,,,full gene length ± 10 kb both sides,chrIV,3833674,chrIV,3859931,
1920,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,ikbkap,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein",ENSGACG00000016803,,,"Tab. S4, gene included SNPs varying with salinity",chrIV,4037181,chrIV,4046464,,,,,full gene length ± 10 kb both sides,chrIV,4027181,chrIV,4056464,
1921,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,ptprfb,"protein tyrosine phosphatase, receptor type, f, b",ENSGACG00000016820,,,"Tab. S4, gene included SNPs varying with salinity",chrIII,12038073,chrIII,12116857,,,,,full gene length ± 10 kb both sides,chrIII,12028073,chrIII,12126857,
1922,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,si:dkey-30k22.7,si:dkey-30k22.7,ENSGACG00000016846,,,"Tab. S4, gene included SNPs varying with salinity",chrIX,16747129,chrIX,16726630,,,,,full gene length ± 10 kb both sides,chrIX,16716630,chrIX,16757129,
1923,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,,,ENSGACG00000016859,,,"Tab. S4, gene included SNPs varying with salinity",chrIV,4692836,chrIV,4696178,,,,,full gene length ± 10 kb both sides,chrIV,4682836,chrIV,4706178,
